area,bedrooms,bathrooms,age,parking,location_score,distance_center,price
3280.0,4,3,48.0,3,1.4,34.8,855762.0
3823.0,4,3,25.0,0,2.1,13.8,868633.0
2405.0,3,2,14.0,2,5.5,13.8,925506.0
4763.0,5,3,24.0,0,6.1,24.3,1427351.0
1176.0,1,1,50.0,3,6.6,8.2,724499.0
1006.0,1,1,14.0,3,4.8,12.1,446230.0
4532.0,6,4,31.0,1,10.0,17.2,2065985.0
3276.0,5,3,48.0,1,5.0,14.8,896549.0
4317.0,5,3,21.0,0,5.0,21.5,1357504.0
2948.0,4,3,39.0,4,3.7,24.4,1064171.0
1931.0,2,1,15.0,3,5.8,23.1,642386.0
5023.0,6,5,7.0,3,6.9,26.5,1727305.0
4917.0,6,4,48.0,1,8.1,13.0,1714956.0
4351.0,5,3,6.0,1,2.2,5.9,1410878.0
2070.0,4,3,16.0,3,5.0,30.7,1079798.0
3787.0,5,4,51.0,0,6.5,34.2,1415322.0
2549.0,2,2,21.0,1,6.8,11.0,1039131.0
1095.0,1,1,58.0,0,5.5,16.9,443227.0
5553.0,6,4,59.0,3,6.7,20.4,2080318.0
1339.0,3,2,16.0,0,3.7,21.8,533202.0
5731.0,6,5,2.0,0,8.9,26.7,1973180.0
3008.0,3,3,42.0,1,7.7,2.6,1191564.0
1600.0,3,3,27.0,2,2.5,29.1,707636.0
3526.0,5,3,6.0,1,3.1,3.4,1473735.0
5314.0,6,4,42.0,0,3.2,19.3,1669427.0
4554.0,6,4,2.0,0,7.0,33.3,1838900.0
4955.0,5,3,52.0,2,2.7,18.6,1530962.0
4157.0,5,4,8.0,4,4.8,6.8,1544036.0
4338.0,6,4,8.0,2,6.5,39.4,1464622.0
5186.0,6,4,11.0,1,5.4,35.7,1727909.0
1948.0,2,1,58.0,3,6.1,31.1,830284.0
3243.0,4,3,42.0,1,3.2,17.0,1112222.0
1795.0,2,1,48.0,1,6.8,8.2,714678.0
5933.0,6,4,24.0,1,4.2,37.7,1512939.0
5698.0,6,4,20.0,1,4.8,21.8,1827535.0
813.0,1,1,14.0,2,6.0,34.2,373083.0
4410.0,5,4,29.0,1,5.7,14.3,1369490.0
5596.0,6,4,33.0,0,5.6,14.1,1904877.0
1575.0,2,2,38.0,0,3.8,39.4,496776.0
3667.0,4,3,15.0,0,4.8,21.4,1289477.0
5544.0,6,4,57.0,1,5.5,6.5,1910434.0
783.0,1,1,10.0,0,2.5,9.6,265457.0
4366.0,5,4,58.0,0,4.5,19.8,1375824.0
2206.0,3,2,1.0,1,6.4,2.7,931629.0
5592.0,6,4,29.0,1,2.7,19.0,2146112.0
5844.0,6,4,20.0,2,8.0,17.3,2144548.0
5699.0,6,4,27.0,1,8.3,31.4,1791768.0
3161.0,4,3,34.0,3,2.8,14.8,1161180.0
5255.0,6,4,26.0,3,8.5,39.3,2358101.0
5161.0,6,4,25.0,2,5.2,8.1,2054563.0
2323.0,3,2,44.0,1,6.4,24.0,934566.0
5076.0,6,4,41.0,0,4.4,4.5,1915009.0
800.0,1,1,50.0,4,7.5,29.6,499339.0
3820.0,5,4,15.0,0,6.4,39.8,1601646.0
1842.0,3,2,37.0,0,3.7,32.9,690268.0
1251.0,1,1,35.0,1,2.9,22.7,474042.0
1016.0,1,1,22.0,0,2.3,19.9,281739.0
4360.0,5,4,29.0,4,5.9,33.6,1201168.0
2435.0,3,2,19.0,1,6.8,37.5,933689.0
4514.0,6,4,9.0,1,6.9,39.6,1642339.0
953.0,2,2,13.0,1,5.2,16.5,438440.0
2303.0,3,2,6.0,1,3.0,39.6,876355.0
3513.0,4,3,41.0,0,4.0,7.1,867411.0
4870.0,6,3,40.0,1,8.0,10.9,1600794.0
2321.0,3,2,57.0,2,4.4,4.5,775800.0
3980.0,4,3,44.0,1,5.8,11.6,1043802.0
5384.0,6,4,3.0,2,3.1,30.9,2197385.0
3926.0,5,4,53.0,0,6.2,34.3,1088649.0
1858.0,3,2,52.0,0,4.5,31.4,590489.0
732.0,1,1,27.0,0,7.8,25.6,449109.0
5299.0,6,4,35.0,1,7.2,21.0,2034901.0
715.0,1,1,59.0,2,4.4,28.6,226395.0
5323.0,6,5,32.0,2,5.2,16.2,2048856.0
3456.0,4,3,54.0,1,4.3,33.8,1191755.0
5671.0,6,4,5.0,1,2.4,27.4,2497084.0
4913.0,6,4,11.0,2,3.6,28.2,1773328.0
5989.0,6,4,26.0,0,5.9,21.9,1968315.0
2494.0,2,2,35.0,0,6.2,35.5,754593.0
4743.0,6,4,49.0,4,5.8,10.8,1503226.0
2770.0,4,3,59.0,1,4.8,15.9,867731.0
3191.0,4,3,23.0,4,7.6,31.3,1485360.0
3989.0,4,2,3.0,0,5.6,20.2,1377486.0
5318.0,6,5,48.0,1,7.0,35.7,1999363.0
5914.0,6,4,36.0,0,1.6,14.5,2296098.0
4749.0,6,4,12.0,0,1.0,15.4,1005281.0
2856.0,4,3,30.0,1,6.1,35.7,1252193.0
2875.0,3,3,45.0,0,2.4,19.1,942211.0
4583.0,6,3,46.0,0,5.0,21.1,1640201.0
1889.0,3,2,30.0,0,4.8,14.0,632545.0
1197.0,2,2,18.0,0,9.0,11.8,570912.0
2515.0,3,2,58.0,1,6.4,26.6,961091.0
2151.0,3,3,40.0,1,5.9,5.7,1180552.0
2200.0,3,2,24.0,0,7.3,35.3,975046.0
1861.0,3,3,17.0,0,6.3,31.4,917264.0
827.0,1,1,44.0,0,4.5,8.4,330028.0
697.0,1,1,15.0,1,7.9,28.1,371511.0
5934.0,6,4,10.0,0,3.1,24.5,1705518.0
2910.0,4,3,32.0,2,6.2,8.2,1043058.0
2675.0,3,3,17.0,0,2.1,11.7,633978.0
4270.0,5,4,38.0,0,5.9,17.0,1341380.0
1779.0,2,1,7.0,3,5.9,28.3,644663.0
5730.0,6,4,39.0,2,9.2,25.9,1974799.0
4846.0,6,4,17.0,0,2.1,21.8,1627738.0
1083.0,2,2,0.0,2,4.2,31.0,511399.0
2855.0,4,3,8.0,1,7.3,30.6,1117129.0
5347.0,6,3,56.0,2,6.2,25.1,1632452.0
5702.0,6,4,52.0,1,5.9,31.7,1334897.0
3124.0,4,3,14.0,1,3.4,14.0,1012225.0
3912.0,4,2,47.0,4,4.2,35.4,1087628.0
1502.0,2,1,37.0,0,8.2,25.0,675511.0
5952.0,6,4,58.0,1,5.4,33.1,2202798.0
1851.0,2,2,22.0,1,6.3,22.3,841488.0
5691.0,6,4,41.0,0,5.2,9.5,2129997.0
4108.0,5,4,4.0,0,2.9,22.2,1378833.0
3882.0,4,3,24.0,0,7.6,15.5,1302663.0
3369.0,4,3,58.0,1,6.6,28.2,1054712.0
1846.0,2,1,32.0,1,10.0,19.6,621240.0
1553.0,1,1,17.0,1,3.3,33.6,581383.0
1791.0,2,1,7.0,0,7.3,27.4,698906.0
1607.0,2,2,42.0,1,2.6,27.7,432693.0
4810.0,6,4,39.0,3,5.8,9.5,1502961.0
2491.0,4,3,22.0,1,7.6,39.4,863318.0
912.0,1,1,57.0,1,1.0,33.8,215487.0
5833.0,6,4,1.0,2,5.0,31.8,2290653.0
5372.0,6,4,18.0,2,4.3,13.9,1741903.0
5610.0,6,5,55.0,1,4.0,21.9,1229585.0
5973.0,6,4,19.0,2,6.3,6.3,2015310.0
1539.0,2,1,15.0,1,8.0,22.0,661301.0
2740.0,4,3,32.0,3,5.2,6.7,1026376.0
4694.0,6,4,49.0,0,6.0,22.6,1469809.0
4359.0,5,4,6.0,0,5.8,26.3,1598506.0
1431.0,1,1,57.0,0,5.5,16.2,512637.0
5005.0,6,4,48.0,2,3.1,20.4,1648135.0
1812.0,2,2,11.0,1,7.9,35.2,809413.0
1809.0,2,2,43.0,0,6.1,5.2,670329.0
3500.0,4,3,23.0,0,6.4,31.9,1153211.0
3802.0,5,3,24.0,3,3.7,7.7,1623890.0
3732.0,4,3,47.0,2,4.5,2.4,1409417.0
1094.0,2,1,58.0,1,5.1,8.2,500176.0
5338.0,6,4,8.0,1,2.1,30.8,2058706.0
2034.0,2,2,25.0,1,1.8,16.8,722277.0
1299.0,2,1,29.0,1,4.2,35.0,528329.0
5399.0,6,4,23.0,3,6.6,21.5,1450542.0
5761.0,6,4,22.0,0,4.1,1.9,1997588.0
5255.0,6,4,3.0,1,3.3,29.0,1709876.0
4971.0,5,3,41.0,1,3.7,5.3,2048569.0
4138.0,5,4,26.0,1,4.5,31.8,1624542.0
3575.0,4,3,12.0,1,4.7,7.6,1163364.0
1070.0,1,1,49.0,1,10.0,14.5,585739.0
2806.0,3,2,48.0,0,7.8,30.7,1036383.0
2613.0,4,3,29.0,1,7.8,38.2,1096026.0
2003.0,2,2,18.0,0,8.1,15.5,710088.0
4506.0,5,4,38.0,0,3.3,33.3,1547533.0
3278.0,4,3,17.0,0,2.8,8.4,1091544.0
1038.0,1,1,14.0,2,3.1,32.5,387641.0
1789.0,2,2,44.0,1,8.4,26.6,664553.0
4290.0,6,4,2.0,1,4.3,8.5,1416941.0
1011.0,1,1,6.0,2,2.7,12.8,469079.0
5197.0,6,4,0.0,1,4.6,6.1,1534853.0
3274.0,4,3,9.0,1,5.0,15.9,1021415.0
3195.0,3,2,4.0,1,6.1,8.9,1165297.0
3799.0,5,4,60.0,1,6.1,26.1,1189991.0
5053.0,6,4,17.0,1,3.7,39.8,1453598.0
2478.0,3,2,9.0,1,7.0,1.5,1022361.0
4261.0,5,3,14.0,2,4.1,22.1,1131038.0
3655.0,5,3,56.0,2,5.2,23.4,1077571.0
2042.0,3,2,31.0,0,7.0,36.7,1025977.0
5345.0,6,4,22.0,0,4.1,20.7,1910911.0
4906.0,6,4,52.0,1,4.2,22.2,1454974.0
4156.0,6,4,24.0,0,6.8,19.4,1626650.0
5193.0,6,4,20.0,0,3.6,11.5,1899013.0
5283.0,6,4,12.0,3,4.7,3.2,2137776.0
4425.0,6,4,23.0,0,6.7,16.9,1578267.0
5120.0,6,4,19.0,3,10.0,3.1,2241669.0
4366.0,6,4,41.0,2,6.8,22.5,1099503.0
4273.0,6,4,17.0,2,6.5,13.0,1341564.0
3941.0,5,4,35.0,0,6.7,21.8,1465277.0
4665.0,6,4,4.0,0,3.1,6.2,1696885.0
1456.0,2,2,11.0,1,5.8,37.4,517221.0
5357.0,6,4,24.0,0,5.4,35.9,1867080.0
5308.0,6,4,56.0,0,6.2,8.4,1647180.0
758.0,2,2,23.0,0,5.8,14.4,404037.0
5059.0,6,4,40.0,0,6.3,24.9,2007875.0
1296.0,1,1,15.0,0,4.8,4.7,591315.0
2410.0,3,2,8.0,2,5.6,14.8,795726.0
4615.0,5,3,4.0,0,2.8,10.8,1293202.0
1468.0,2,2,18.0,0,4.8,36.7,523031.0
5017.0,6,4,9.0,1,8.6,34.2,1815256.0
5094.0,6,4,10.0,4,6.2,23.6,1644678.0
3340.0,4,3,46.0,0,5.5,21.3,1348226.0
634.0,2,2,1.0,0,9.7,37.3,506041.0
2150.0,2,2,33.0,1,2.5,37.4,715674.0
3931.0,4,3,23.0,3,3.1,38.8,1045269.0
5898.0,6,4,30.0,2,9.3,5.9,2496933.0
4012.0,6,4,34.0,1,5.6,7.3,851907.0
2003.0,3,1,19.0,0,5.0,27.4,808901.0
4024.0,6,4,18.0,1,2.9,22.1,1592511.0
3516.0,5,3,44.0,0,6.5,1.7,1216202.0
4811.0,6,5,52.0,1,6.7,3.4,2079189.0
1178.0,1,1,12.0,2,3.1,35.6,404679.0
4710.0,6,4,6.0,4,5.2,34.9,1690132.0
3523.0,5,3,54.0,0,4.8,14.9,1281370.0
5800.0,6,4,21.0,0,6.1,35.8,2875126.0
2446.0,3,2,33.0,1,3.0,24.2,980246.0
4016.0,6,4,22.0,1,8.3,32.4,1682801.0
5633.0,6,4,8.0,2,7.5,17.7,1731650.0
1154.0,1,1,35.0,0,4.7,5.4,462146.0
5661.0,6,4,32.0,0,5.0,17.9,1663897.0
4315.0,6,4,12.0,1,5.2,18.8,1746943.0
966.0,2,2,27.0,0,3.8,22.5,412470.0
2225.0,3,2,48.0,2,4.5,5.1,683733.0
4424.0,6,4,35.0,1,4.9,39.7,1530449.0
964.0,1,1,6.0,2,9.0,10.5,493813.0
3744.0,5,4,33.0,1,7.6,8.7,1468414.0
2468.0,2,2,42.0,2,7.6,21.5,813989.0
3953.0,5,3,48.0,0,6.3,22.0,1382314.0
847.0,1,1,38.0,2,3.0,18.2,348446.0
5306.0,6,4,9.0,0,5.4,31.1,1795582.0
5857.0,6,4,43.0,1,7.6,21.1,1895455.0
5832.0,6,4,41.0,0,2.7,24.8,1911741.0
4648.0,6,4,1.0,1,6.9,29.2,1867076.0
1302.0,2,2,25.0,0,10.0,2.0,593326.0
4695.0,6,4,20.0,0,7.8,23.3,1773806.0
733.0,1,1,40.0,4,8.6,35.5,507685.0
719.0,1,1,13.0,0,6.0,1.7,435362.0
2347.0,3,2,35.0,2,7.6,16.8,945432.0
3239.0,4,2,55.0,4,3.9,37.1,1165506.0
4760.0,6,4,48.0,0,7.3,14.8,1808149.0
4290.0,5,3,55.0,1,6.9,18.9,1662876.0
3008.0,4,3,59.0,0,6.1,39.3,725554.0
2078.0,3,2,1.0,0,8.4,8.8,705901.0
5984.0,6,4,37.0,1,4.3,3.5,2295504.0
2901.0,4,3,25.0,3,5.1,34.5,823239.0
3037.0,3,2,52.0,0,5.7,34.9,1065979.0
1484.0,2,1,15.0,1,3.2,19.4,503839.0
4892.0,6,4,59.0,1,6.0,21.1,1428297.0
4346.0,5,3,37.0,2,1.7,33.6,1441629.0
1792.0,2,2,48.0,0,7.8,29.8,730815.0
1045.0,1,1,5.0,1,5.6,11.3,635609.0
4275.0,5,4,11.0,1,4.4,1.7,1390158.0
4134.0,5,4,46.0,1,3.7,19.7,1703811.0
2076.0,2,1,1.0,3,5.0,34.5,797533.0
5735.0,6,4,49.0,2,7.0,35.9,1746024.0
1416.0,1,1,1.0,0,6.7,38.3,631693.0
2935.0,3,2,39.0,1,3.9,35.3,1030653.0
5696.0,6,4,22.0,1,3.6,23.6,1886832.0
2867.0,3,2,37.0,0,6.9,18.3,1080282.0
4048.0,5,4,42.0,1,3.9,31.2,1243989.0
2747.0,3,2,21.0,1,5.6,29.9,856479.0
2081.0,3,1,6.0,1,5.8,22.0,888529.0
5913.0,6,4,4.0,4,6.2,4.4,2026008.0
2810.0,3,2,35.0,0,7.4,37.1,992827.0
5428.0,6,4,31.0,3,2.7,18.8,1869516.0
1842.0,2,1,45.0,1,1.3,15.2,573287.0
1751.0,2,3,31.0,1,4.3,25.6,524717.0
768.0,1,1,25.0,2,9.5,27.3,562536.0
4119.0,5,4,24.0,1,9.9,9.2,1644629.0
2590.0,3,2,2.0,1,9.5,33.6,1026571.0
5268.0,6,3,20.0,1,5.1,12.3,1907168.0
3155.0,4,3,59.0,1,1.6,8.3,1059416.0
5828.0,6,4,52.0,3,1.0,16.8,2048011.0
1602.0,2,2,20.0,2,4.1,29.5,655458.0
5291.0,6,4,35.0,0,5.1,38.7,1940940.0
4794.0,6,4,51.0,0,8.4,32.6,2041855.0
4763.0,6,4,26.0,1,7.4,37.7,1915414.0
5162.0,6,4,1.0,0,6.0,6.5,1796046.0
4710.0,6,4,4.0,1,3.5,3.8,1375830.0
3982.0,4,2,31.0,0,3.4,22.8,1590648.0
1309.0,1,1,58.0,1,6.1,12.3,487247.0
776.0,1,1,42.0,0,7.0,33.3,328264.0
5573.0,6,4,4.0,0,6.4,27.2,1423847.0
3930.0,6,4,11.0,1,3.2,38.9,1425262.0
4901.0,6,4,46.0,1,6.9,10.9,1779210.0
3200.0,3,2,50.0,4,6.4,19.9,879970.0
1233.0,1,1,37.0,2,3.1,20.5,449313.0
1276.0,1,1,39.0,1,3.8,10.3,424415.0
4302.0,5,3,2.0,0,7.0,24.0,2168915.0
2924.0,3,2,50.0,2,5.0,18.3,920129.0
1683.0,3,3,47.0,3,9.0,18.4,760188.0
3255.0,4,3,16.0,2,6.6,15.1,1077445.0
947.0,1,1,43.0,0,4.4,1.7,457928.0
3743.0,4,2,13.0,4,5.5,21.4,1253762.0
2053.0,3,2,2.0,0,5.6,14.1,733759.0
4907.0,6,4,12.0,2,3.9,1.1,1909843.0
2276.0,4,3,11.0,3,3.5,13.0,712850.0
3058.0,4,3,20.0,0,7.0,11.9,1286942.0
663.0,1,1,25.0,3,7.4,16.3,523639.0
991.0,1,1,31.0,0,6.8,6.1,510238.0
2719.0,4,3,29.0,4,8.8,20.8,1255747.0
3192.0,3,2,16.0,0,4.3,28.0,1203053.0
3840.0,5,3,2.0,4,9.2,25.6,1903144.0
2175.0,3,2,36.0,0,3.5,32.3,856816.0
4353.0,5,3,24.0,1,3.3,18.6,1544763.0
5245.0,6,4,18.0,1,1.6,21.2,1934535.0
4811.0,6,4,52.0,1,4.5,32.6,1389131.0
814.0,2,2,45.0,0,4.4,17.7,408075.0
3195.0,5,4,51.0,1,6.7,28.4,1018418.0
1167.0,1,1,30.0,0,6.0,17.9,450462.0
1907.0,3,3,8.0,1,2.9,17.3,394943.0
5928.0,6,4,42.0,0,4.6,30.6,2039152.0
1369.0,1,1,12.0,4,4.7,7.8,520498.0
3294.0,4,3,26.0,0,1.6,14.2,1259751.0
3938.0,6,4,4.0,0,3.3,9.7,1495526.0
4393.0,5,4,50.0,0,3.8,15.0,1717975.0
3622.0,4,2,8.0,1,8.7,10.0,1156323.0
653.0,1,1,54.0,0,5.9,23.6,335720.0
2363.0,4,3,52.0,1,7.0,32.1,1207389.0
3396.0,5,3,28.0,2,2.2,31.7,1261654.0
1074.0,2,2,45.0,1,8.1,15.2,622666.0
2493.0,3,2,37.0,1,8.4,39.6,971642.0
779.0,1,1,48.0,0,1.1,24.2,182135.0
1024.0,1,1,26.0,1,3.9,16.6,440193.0
2743.0,4,3,47.0,0,6.6,33.6,778666.0
1317.0,1,1,28.0,2,6.9,29.5,511347.0
3665.0,5,4,56.0,0,4.0,30.2,907626.0
4323.0,5,4,29.0,1,4.8,8.6,1363398.0
4923.0,6,3,28.0,1,4.2,19.3,1806826.0
1681.0,2,2,47.0,2,5.7,34.6,679268.0
1504.0,2,2,49.0,0,8.1,20.7,656674.0
1165.0,1,1,33.0,1,3.8,27.7,413101.0
4037.0,5,3,11.0,0,7.7,23.9,1061241.0
4415.0,6,5,28.0,1,3.8,33.9,1442589.0
771.0,1,1,58.0,3,3.6,12.1,273901.0
5656.0,6,4,45.0,1,7.3,23.4,1749601.0
881.0,2,2,49.0,1,7.5,5.8,542490.0
3523.0,4,4,2.0,3,7.4,27.9,1194057.0
4429.0,5,4,28.0,1,2.6,29.5,1323965.0
5303.0,6,4,39.0,1,4.5,2.7,1243046.0
4456.0,6,4,50.0,1,7.3,27.4,1522812.0
4929.0,6,4,3.0,1,5.6,17.2,1466580.0
2433.0,3,2,51.0,0,3.1,5.8,825858.0
5000.0,6,4,33.0,2,6.5,17.4,1518555.0
1033.0,1,1,12.0,1,3.9,8.6,435414.0
5432.0,6,4,19.0,0,9.4,17.2,1927586.0
3557.0,5,3,17.0,2,8.9,16.0,1758734.0
5013.0,6,4,32.0,1,6.8,29.8,1882988.0
3043.0,3,2,3.0,0,8.5,31.2,832687.0
4075.0,5,3,10.0,1,5.6,24.7,1168454.0
3443.0,5,4,49.0,3,7.2,1.9,1364824.0
4551.0,6,4,8.0,3,8.8,37.3,1474814.0
1041.0,1,2,14.0,4,6.0,27.8,284388.0
926.0,1,2,27.0,2,4.9,2.3,552649.0
1934.0,1,1,31.0,0,1.7,32.9,601336.0
1462.0,2,2,46.0,1,5.3,8.8,643430.0
5308.0,6,4,27.0,2,7.3,23.6,1704979.0
1784.0,2,1,47.0,1,7.6,19.2,745782.0
5870.0,6,4,37.0,1,6.6,17.4,1790941.0
2419.0,3,2,7.0,1,4.3,35.7,881670.0
1583.0,2,1,9.0,1,1.2,18.1,442337.0
4864.0,6,4,26.0,3,4.4,3.9,2107113.0
4157.0,4,3,24.0,1,4.8,37.9,1056135.0
3290.0,3,3,45.0,1,4.8,36.9,1298250.0
3599.0,4,3,35.0,4,6.9,27.7,1326950.0
4484.0,6,4,23.0,1,9.9,19.2,1593756.0
1834.0,1,1,10.0,0,5.8,4.6,722876.0
5980.0,6,4,14.0,1,5.0,31.8,2209808.0
5864.0,6,4,35.0,2,4.9,3.9,2398640.0
4112.0,6,5,25.0,2,5.8,3.7,1640174.0
1678.0,2,2,31.0,2,3.7,22.0,534314.0
4273.0,6,4,10.0,1,5.8,7.2,1596789.0
990.0,1,1,40.0,0,6.5,1.3,584203.0
766.0,1,1,51.0,2,6.0,17.5,432127.0
1991.0,3,2,15.0,3,6.5,6.4,976790.0
3098.0,4,3,29.0,0,6.5,7.3,1310795.0
5289.0,6,4,59.0,0,1.6,4.0,1865312.0
4527.0,6,4,20.0,4,6.9,9.0,1996056.0
4611.0,5,3,36.0,2,4.0,28.9,1414121.0
2898.0,4,3,5.0,3,3.1,32.5,823081.0
2468.0,3,3,36.0,3,3.1,18.6,889768.0
2604.0,3,2,5.0,1,6.5,20.8,874904.0
5933.0,6,4,58.0,1,5.0,2.3,1665117.0
817.0,1,1,43.0,1,1.8,3.7,250508.0
5282.0,6,4,47.0,0,6.6,11.0,2508269.0
3725.0,5,3,42.0,2,2.3,22.2,1251727.0
2969.0,3,2,35.0,1,5.8,29.8,1083184.0
4516.0,6,4,27.0,1,6.0,24.6,1311471.0
3228.0,4,3,52.0,1,7.4,16.3,868062.0
5316.0,6,4,57.0,1,9.4,5.6,1686584.0
5464.0,6,4,30.0,0,2.5,31.5,2124269.0
2877.0,4,3,56.0,0,5.4,15.2,1084201.0
2095.0,2,2,35.0,0,4.9,29.7,793686.0
3799.0,5,4,32.0,0,6.5,21.0,1542946.0
5527.0,6,4,27.0,4,6.0,29.8,1739773.0
1738.0,3,2,13.0,0,4.7,36.4,794462.0
3964.0,5,3,0.0,0,4.5,36.9,1230184.0
4010.0,6,4,14.0,1,3.0,21.9,1695510.0
4559.0,6,4,31.0,1,7.7,20.9,1778300.0
1310.0,2,2,23.0,0,6.5,11.4,439807.0
4465.0,6,5,27.0,2,7.5,37.5,1465350.0
5509.0,6,4,59.0,2,4.8,18.9,1341722.0
1570.0,2,2,21.0,0,4.1,6.0,726429.0
1883.0,3,2,27.0,0,3.1,17.9,666749.0
5846.0,6,4,8.0,3,6.3,6.0,1373318.0
1577.0,2,2,3.0,2,3.2,20.6,645127.0
5214.0,6,4,47.0,1,9.6,22.9,1729990.0
3258.0,4,3,34.0,0,2.6,14.2,846251.0
1935.0,2,2,46.0,1,6.1,3.8,952556.0
5302.0,6,4,9.0,1,8.9,37.8,1935606.0
3005.0,5,3,34.0,0,6.8,31.2,1074949.0
3380.0,5,3,15.0,1,5.9,33.7,1158799.0
2540.0,4,3,14.0,1,3.4,15.3,728472.0
3802.0,5,3,1.0,0,2.5,30.7,1020278.0
1483.0,1,2,8.0,2,7.2,19.9,801031.0
2712.0,4,3,19.0,2,8.8,8.8,1075252.0
5835.0,6,4,7.0,0,4.5,5.9,1987358.0
1994.0,3,2,59.0,2,3.0,14.5,475148.0
4146.0,5,4,19.0,0,1.0,6.4,1103391.0
2356.0,3,3,8.0,2,3.3,39.9,917737.0
4777.0,5,4,12.0,0,5.2,2.9,1778886.0
1307.0,1,1,35.0,0,9.0,18.2,748708.0
5837.0,6,4,4.0,1,7.0,18.6,2453613.0
3050.0,4,3,52.0,1,6.2,12.7,1083876.0
1875.0,3,2,58.0,3,4.6,23.3,741705.0
997.0,1,1,15.0,1,4.2,6.8,406372.0
1517.0,2,2,27.0,0,8.6,31.6,884667.0
3407.0,4,3,1.0,1,5.9,14.0,1491662.0
2420.0,3,2,38.0,1,1.0,24.1,765096.0
5076.0,5,3,25.0,1,4.0,28.9,1701072.0
2927.0,4,3,16.0,1,3.6,35.7,1236982.0
1943.0,2,2,12.0,2,4.3,33.6,770737.0
3933.0,6,4,39.0,2,6.7,24.7,1797799.0
4417.0,6,4,25.0,4,5.3,16.1,1077560.0
1502.0,2,2,11.0,0,5.3,20.6,661726.0
1505.0,3,3,41.0,2,8.4,31.0,665495.0
798.0,1,1,34.0,1,4.0,35.2,368119.0
4577.0,6,4,52.0,1,9.6,5.0,2130465.0
4185.0,6,4,7.0,1,4.0,16.0,1503768.0
3163.0,4,3,47.0,4,5.7,31.3,1405534.0
5159.0,6,4,40.0,2,4.9,17.8,2231998.0
4951.0,6,4,7.0,4,5.8,14.0,1815206.0
3761.0,4,3,42.0,2,6.5,17.0,1842827.0
5289.0,6,4,26.0,3,6.5,24.5,1848185.0
1712.0,2,2,57.0,2,3.8,40.0,547407.0
1204.0,1,1,8.0,1,3.0,20.2,491067.0
2057.0,3,2,39.0,0,10.0,9.1,864682.0
908.0,1,1,23.0,1,4.4,7.4,401860.0
3468.0,5,3,57.0,0,7.0,2.7,1554809.0
5658.0,6,4,20.0,1,2.0,22.8,1830623.0
812.0,1,1,58.0,1,4.9,22.2,235195.0
1259.0,2,2,54.0,1,5.2,9.0,556159.0
3042.0,3,3,16.0,4,6.5,28.1,1033154.0
5643.0,6,4,48.0,3,1.0,29.9,1995593.0
2307.0,2,1,60.0,0,5.9,11.1,872008.0
3339.0,5,3,15.0,1,3.0,14.4,1434080.0
824.0,1,1,26.0,1,6.2,39.6,410914.0
1401.0,2,1,31.0,1,3.2,15.6,577543.0
5928.0,6,5,18.0,2,3.6,30.7,1776008.0
5812.0,6,4,1.0,1,4.9,18.7,2218536.0
627.0,1,1,13.0,1,3.2,31.9,326054.0
5740.0,6,3,17.0,2,4.5,31.0,1692127.0
4051.0,5,3,27.0,2,2.9,27.0,1708013.0
5287.0,6,4,10.0,0,1.5,34.3,1549058.0
3056.0,4,3,52.0,2,7.7,37.6,986079.0
3384.0,4,3,42.0,1,2.6,23.6,1156302.0
3240.0,3,2,5.0,0,5.1,10.3,1268324.0
4201.0,5,4,39.0,0,7.2,16.5,1729366.0
1354.0,2,2,39.0,1,4.1,30.6,429456.0
762.0,1,1,57.0,1,3.7,26.4,277565.0
2263.0,2,2,0.0,0,6.0,7.9,795869.0
4405.0,6,5,15.0,1,8.0,3.0,1331376.0
1690.0,3,2,56.0,2,2.9,27.6,497356.0
4237.0,6,4,56.0,0,5.2,10.8,1317995.0
5838.0,6,4,43.0,0,1.7,20.5,1976788.0
1107.0,1,1,46.0,2,4.6,30.1,468454.0
4232.0,5,3,5.0,0,5.6,22.9,1155977.0
2996.0,4,3,31.0,3,3.6,4.2,1152918.0
5288.0,6,4,14.0,1,4.5,8.2,1502985.0
1557.0,1,2,11.0,0,2.4,9.6,604970.0
4340.0,6,4,49.0,0,5.7,11.1,1393073.0
5126.0,6,4,8.0,0,7.8,23.1,1551868.0
5701.0,6,4,28.0,0,3.1,20.7,2074298.0
4290.0,5,3,56.0,0,4.1,8.9,1297021.0
3285.0,4,2,11.0,1,6.6,3.6,1176092.0
3936.0,6,4,59.0,0,8.2,7.7,992188.0
5292.0,6,4,60.0,1,2.2,39.4,1885290.0
3681.0,4,3,33.0,1,5.1,19.3,1436340.0
764.0,1,1,10.0,0,6.1,34.8,360102.0
5627.0,6,4,19.0,0,5.3,34.1,1449108.0
4323.0,6,4,25.0,0,1.0,20.9,1666127.0
4253.0,5,3,19.0,0,6.6,28.6,1342897.0
1765.0,2,2,17.0,2,8.8,8.5,768864.0
4158.0,6,4,58.0,0,5.8,27.8,1948168.0
2727.0,3,2,9.0,2,3.2,11.6,859713.0
4117.0,4,3,44.0,1,4.4,33.5,1492356.0
1176.0,1,1,0.0,1,9.4,4.3,699016.0
4152.0,6,4,36.0,1,7.5,31.2,1612836.0
5997.0,6,3,55.0,1,6.9,4.9,2102893.0
860.0,1,2,17.0,0,6.3,35.4,436218.0
5877.0,6,4,11.0,0,4.0,12.9,2040965.0
